Dewey,Title,Subject,CheckoutDate,CheckoutCount,DaysCheckedOut,Topic,Contribution,TopicTerms,,,,,,,,
12,bibliography of Ina Donna Coolbrith,Coolbrith Ina Donna 1842 1928 Bibliography,39353,1,21,35,0.286,design bible gold water railroad coins ages roads car model,,,,,,,,
793,In praise of mothers,Mothers Poetry,39353,1,52,20,0.667,guide directories arts juvenile colleges rules student administration aid universities,,,,,,,,
639,Catalog of Washington streams and salmon utilization,Rivers Washington State,39354,32,13,31,0.571,washington state sound puget region resources mines plan high king,,,,,,,,
363,Surface water action team cooperation for clean water,Water quality management Washington State King County,39354,5,13,31,0.333,washington state sound puget region resources mines plan high king,,,,,,,,
979,History of Boundary County Idaho,Boundary County Idaho History,39356,6,4,34,0.286,encyclopedias virginia development africa mathematics house special decoration va drawings,,,,,,,,
25,Maps and related cartographic materials cataloging classification and bibliographic control,Cataloging of cartographic materials United States,39356,2,13,12,0.333,states united law legislation infantry regiment constitution court supreme tax,,,,,,,,
978,Mountains and meadows a pioneer history of Cascade Chestnut Valley Hardy St Peters Mission and Castner Falls 1805 1925,Montana History,39357,4,56,34,0.214,encyclopedias virginia development africa mathematics house special decoration va drawings,,,,,,,,
976,History of Perry County Kentucky,Perry County Ky History,39357,1,34,33,0.857,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
681,Clockmaking past and present with which is incorporated the more important portions of Clocks watches and bells,Clocks and watches,39358,3,33,3,0.444,works pictorial popular engineering code handbook motion clocks watches pictures,,,,,,,,
752,principles of harmony and contrast of colours and their applications to the arts,Color,39358,2,42,9,0.333,bibliography biography women revolution public fiction library finance buildings congress,,,,,,,,
973,Jules Feiffers America from Eisenhower to Reagan,American wit and humor Pictorial,39358,3,5,2,0.286,business reference modern church construction management small industrial practical boats,,,,,,,,
779,To a cabin,Photography Artistic,39360,2,31,32,0.667,war world civil photography operations ii artistic naval german aerial,,,,,,,,
737,Political campaign buttons in color with prices,Elections United States,39360,2,55,12,0.333,states united law legislation infantry regiment constitution court supreme tax,,,,,,,,
331,Mexican war workers in the United States the Mexico United States manpower recruiting program and its operation,Agricultural laborers United States,39360,4,66,12,0.571,states united law legislation infantry regiment constitution court supreme tax,,,,,,,,
929,Genealogy the James Francis Richards branch of a Richards family of New England that of Edward Richards Dedham Massachusetts 1635 1684,Richards family,39360,2,73,23,0.385,history england britain union costume ireland fashion london germany soviet,,,,,,,,
929,Bogue and allied families,Bogue family,39360,2,59,15,0.75,family descendants families genealogy john allied massachusetts william related ancestors,,,,,,,,
759,paintings of Quinten Massys with catalogue raisonnÌÄå¢Ìâ‰âÂÌâÅÁ,Metsys Quentin 1465 or 6 1530 Catalogs,39360,1,27,36,0.286,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
629,Spanish post war road and racing motorcycles Bultaco Derbi Montesa Ossa Sanglas and other roadster and road racing motorcycles 1945 to 1985,Motorcycles Spain History,39360,1,66,35,0.313,design bible gold water railroad coins ages roads car model,,,,,,,,
929,Old Richland families including descendants of Edward Roberts Thomas Roberts Thomas Lancaster Peter Lester Casper Johnson Hugh Foulke Jacob Strawn Richard Moore William Jamison Robert Penrose Joseph Ball Morris Morris the Greens Shaws,Richland Pa Genealogy,39360,1,40,19,0.313,family including present account records thomas time day times materials,,,,,,,,
666,encyclopÌÄå¢Ìâ‰âÂÌâèÏdia of the ceramic industries being a guide to the materials methods of manufacture means of recognition and testing the various articles produced in the clays silica felspar bricks tiles pottery porcelain pencils refractory,Pottery Dictionaries,39360,18,6,37,0.136,history industry military food aircraft technology money events man franklin,,,,,,,,
658,psychology of management the function of the mind in determining teaching and installing methods of least waste,Industrial efficiency,39361,1,4,18,0.2,american century literature painting maps collection photographs atlas sculpture poetry,,,,,,,,
941,Scotch Irish in northern Ireland and in the American colonies,Scots,39362,12,9,23,0.4,history england britain union costume ireland fashion london germany soviet,,,,,,,,
599,Housing care and psychological wellbeing of captive and laboratory primates,Primates as laboratory animals,39363,3,38,3,0.375,works pictorial popular engineering code handbook motion clocks watches pictures,,,,,,,,
929,Barnhart memoirs,Bernard family,39363,1,28,19,0.5,family including present account records thomas time day times materials,,,,,,,,
975,Historical notes on Jackson County Georgia,Jackson County Ga History,39363,1,43,33,0.429,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
976,Kingsport heritage the early years 1700 to 1900,Kingsport Tenn History,39363,1,43,33,0.4,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
929,Our Ott Reiss family from Kleinniedesheim Rheinpfalz West Germany to Ritzville Washington U S A 1482 1955,Ott family,39363,6,63,15,0.2,family descendants families genealogy john allied massachusetts william related ancestors,,,,,,,,
613,Recommended dietary allowances,Nutrition,39364,2,35,17,1,books encyclopedia international western laws society system transport general relations,,,,,,,,
613,Diet and health implications for reducing chronic disease risk,Chronic diseases Nutritional aspects,39364,1,35,28,0.3,exhibitions education island health colonial museum work east ohio schools,,,,,,,,
929,Simms family of Stafford County Virginia A record of the descendants of three brothers Richard Simms 1752 1850 of Clay County Missouri Presley Simms ca 1754 1852 of Montgomery County Indiana Rhodam Sims 1756 1853 of Ralls Count,Simms family,39365,1,56,33,0.261,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
380,Consumer study of the Spokane market,Consumers Washington State Spokane,39365,2,28,31,0.5,washington state sound puget region resources mines plan high king,,,,,,,,
629,Pacific aircraft wrecks and where to find them,Aircraft hulks Pacific Area,39365,1,46,37,0.333,history industry military food aircraft technology money events man franklin,,,,,,,,
555,gold resources and the gold mining industry of the Far Eastern Republic,Gold mines and mining Russia Federation Siberia,39365,1,56,24,0.273,life company pennsylvania west cookery cooking trade pioneer middle southern,,,,,,,,
499,English Indonesian dictionary,English language Dictionaries Indonesian,39365,1,36,36,0.8,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
543,Standard methods for the examination of water and wastewater including bottom sediments and sludges,Water Analysis,39365,4,69,35,0.222,design bible gold water railroad coins ages roads car model,,,,,,,,
378,Four years at Yale,Yale University,39366,1,34,6,0.667,river valley story roman italian mexico egypt collection fishes identification,,,,,,,,
343,truth about lynching and the Negro in the South in which the author pleads that the South be made safe for the white race,African Americans,39367,16,62,21,0.25,handbook african americans book automobiles systems electric engineering standards black,,,,,,,,
325,Chinese Six Companies a short general historical resumÌÄå¢Ìâ‰âÂÌâÅÁ of its origin function and importance in the life of the California Chinese,Chinese California,39367,4,75,26,0.154,study china chinese civilization ancient glass worlds engines foreign writing,,,,,,,,
912,Greater Seattle street map book,Seattle Metropolitan Area Wash Maps,39367,26,38,16,0.25,great book medicine british birds catalogue lake medical wood exhibitions,,,,,,,,
326,From slavery to freedom a history of American Negroes,African Americans History,39369,4,87,27,0.429,history early making wine kentucky white italy study americas physics,,,,,,,,
533,airships Akron Macon flying aircraft carriers of the United States Navy,Akron Airship,39370,2,29,37,0.222,history industry military food aircraft technology money events man franklin,,,,,,,,
533,measure of Americas world war aeronautical effort a lecture delivered under the James Jackson Cabot Professorship of Air Traffic Regulation and Air Transportation at Norwich University November 26 1940,World War 1914 1918 Aerial operations,39370,2,60,32,0.261,war world civil photography operations ii artistic naval german aerial,,,,,,,,
591,Endangered species,Endangered species Encyclopedias,39370,12,22,34,0.5,encyclopedias virginia development africa mathematics house special decoration va drawings,,,,,,,,
929,Descendants of David Boies of Blandford Massachusetts,Boyce family,39372,2,15,15,0.5,family descendants families genealogy john allied massachusetts william related ancestors,,,,,,,,
973,spy of the rebellion being a true history of the spy system of the United States Army during the late rebellion revealing many secrets of the war hitherto not made public Compiled from official reports prepared for President Lincoln General,United States History Civil War 1861 1865,39372,2,64,32,0.143,war world civil photography operations ii artistic naval german aerial,,,,,,,,
599,mounting of an elephant group,Elephants,39372,2,50,33,0.333,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
629,Merlin in perspective the combat years,World War 1939 1945 Equipment and supplies,39372,6,73,32,0.286,war world civil photography operations ii artistic naval german aerial,,,,,,,,
971,Columbia River chronicles a history of the Kootenay district in the 19th century,Kootenay B C District History,39372,1,27,23,0.375,history england britain union costume ireland fashion london germany soviet,,,,,,,,
533,Ill take the high road,Airplanes Piloting,39373,1,46,31,0.25,washington state sound puget region resources mines plan high king,,,,,,,,
362,Dictionary of eldercare terminology,Older people Care United States Terminology,39373,3,46,16,0.25,great book medicine british birds catalogue lake medical wood exhibitions,,,,,,,,
356,Infantry drill regulations manual of arms adapted to the Springfield rifle caliber 45,Infantry drill and tactics,39373,1,72,35,0.1,design bible gold water railroad coins ages roads car model,,,,,,,,
979,Early pioneers of the Thornton area,Thornton Wash,39373,2,46,13,0.5,pacific northwest historical coast columbia oregon project names plants geography,,,,,,,,
929,Blassingame families,Blassingame family,39373,1,46,25,0.5,manuals handbooks repair manual maintenance automobile models service cc trucks,,,,,,,,
330,wheat economy,Wheat Saskatchewan,39374,3,10,32,0.5,war world civil photography operations ii artistic naval german aerial,,,,,,,,
940,German rule in Russia 1941 1945 a study of occupation policies,Soviet Union History German occupation 1941 1944,39374,3,41,22,0.333,report south europe equipment st study mental cultural planning supplies,,,,,,,,
812,On a clear day you can see forever a musical play,Musicals Librettos,39377,1,7,13,0.286,pacific northwest historical coast columbia oregon project names plants geography,,,,,,,,
722,Corinth a brief study of the city and a guide to the excavations,Archaeology Greece Corinth,39377,2,36,26,0.429,study china chinese civilization ancient glass worlds engines foreign writing,,,,,,,,
220,Oxford companion to the Bible,Bible Dictionaries,39378,8,41,35,0.667,design bible gold water railroad coins ages roads car model,,,,,,,,
746,Identification value guide to textile bags,Bagging Collectors and collecting United States,39379,2,15,10,0.375,art guide catalogs collectors collecting government illustrated politics collections price,,,,,,,,
611,Grays anatomy,Human anatomy,39379,2,13,30,0.5,mass air human town de practice power anatomy cars spanish,,,,,,,,
930,Encyclopedia of the Ancient World,Civilization Ancient Encyclopedias,39379,8,17,26,0.6,study china chinese civilization ancient glass worlds engines foreign writing,,,,,,,,
330,Theory of games and economic behavior,Game theory,39379,4,22,29,0.2,america north indians indian canada carolina oregon discovery railway territory,,,,,,,,
749,cabinetmakers of America,Furniture United States,39379,2,12,12,0.5,states united law legislation infantry regiment constitution court supreme tax,,,,,,,,
751,materials and techniques of painting,Artists materials,39379,6,36,19,0.25,family including present account records thomas time day times materials,,,,,,,,
305,What American women did 1789 1920 a year by year reference,Women United States Social conditions,39379,16,52,12,0.222,states united law legislation infantry regiment constitution court supreme tax,,,,,,,,
387,Maritime economics,Shipping,39380,2,6,29,0.5,america north indians indian canada carolina oregon discovery railway territory,,,,,,,,
749,Decorative furniture a picture book of the beautiful forms of all ages and all periods Egyptian Assyrian Greek Roman Byzantine Chinese Japanese Persian Romanesque Gothic French Renaissance Italian Renaissance later Italian Louis XIII,Furniture,39380,1,25,5,0.167,years national complete france park french color furniture hundred mount,,,,,,,,
973,List of the colonial soldiers of Virginia Special report of the Department of Archives and History for 1913,Virginia History Colonial period ca 1600 1775 Registers,39380,1,28,28,0.286,exhibitions education island health colonial museum work east ohio schools,,,,,,,,
761,theatrical world of Osaka prints a collection of eighteenth and nineteenth century Japanese woodblock prints in the Philadelphia Museum of Art,Theater in art,39380,5,56,18,0.429,american century literature painting maps collection photographs atlas sculpture poetry,,,,,,,,
974,governors of Connecticut biographies of the chief executives of the commonwealth,Governors Connecticut,39380,1,62,19,0.286,family including present account records thomas time day times materials,,,,,,,,
305,Clothes make the man female cross dressing in medieval Europe,Women Europe History,39381,14,55,22,0.222,report south europe equipment st study mental cultural planning supplies,,,,,,,,
366,Opinions rendered by the Grand Forum of the Benevolent and Protective Order of Elks of the United States of America beginning with the Grand Lodge session of 1908 and ending with the Grand Lodge session of 1928 together with rules of procedure ado,Elks Fraternal order,39381,1,19,35,0.261,design bible gold water railroad coins ages roads car model,,,,,,,,
366,Freemasonry and Catholicism an exposition of the cosmic facts underlying these two great institutions as determined by occult investigation,Society of Rosicrucians,39381,2,30,30,0.167,mass air human town de practice power anatomy cars spanish,,,,,,,,
979,History of Almira,Almira Wash History,39381,1,41,14,0.5,periodicals japanese japan james notes ship index information symbols psychology,,,,,,,,
641,Hawaii cookbook backyard luau,Hawaiian cookery,39381,1,44,36,0.25,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
289,doukhobors,Dukhobors,39381,1,50,35,0.5,design bible gold water railroad coins ages roads car model,,,,,,,,
331,Report on the wage earning women of Kansas City and the Annual report of the Factory Inspection Department April 15 1912 April 21 1913,Women Employment Missouri Kansas City,39381,2,75,4,0.235,york architecture army city year construction planes philosophy henry fighter,,,,,,,,
741,Manga the complete guide,Comic books strips etc United States History and criticism,39381,320,17,17,0.333,books encyclopedia international western laws society system transport general relations,,,,,,,,
550,Coastal sand dunes of Oregon and Washington,Sand dunes,39382,4,37,18,0.4,american century literature painting maps collection photographs atlas sculpture poetry,,,,,,,,
657,Accounting evolution to 1900,Accounting History,39383,1,3,37,0.5,history industry military food aircraft technology money events man franklin,,,,,,,,
741,Paul Klee drawings,Klee Paul 1879 1940,39383,1,6,34,0.333,encyclopedias virginia development africa mathematics house special decoration va drawings,,,,,,,,
971,pioneers of old Ontario,Ontario History,39384,2,58,7,0.667,music marine criticism ships van methods division corps trail theory,,,,,,,,
658,People and shopping a social background,Shopping History,39384,8,5,14,0.4,periodicals japanese japan james notes ship index information symbols psychology,,,,,,,,
616,Sleep disorders sourcebook basic consumer health information about sleep and its disorders including insomnia sleepwalking sleep apnea restless leg syndrome and narcolepsy along with data about shiftwork and its effects information on the so,Consumer education,39385,6,34,28,0.227,exhibitions education island health colonial museum work east ohio schools,,,,,,,,
823,Dictionary of fictional characters,English literature Dictionaries,39385,3,8,36,0.4,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
821,Oxford companion to twentieth century poetry in English,Poets English 20th century Biography Dictionaries,39385,18,8,36,0.444,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
533,Finnish Air Force 1918 1968,Finland Ilmavoimat History,39385,1,14,30,0.25,mass air human town de practice power anatomy cars spanish,,,,,,,,
743,human figure,Figure drawing,39385,1,17,32,0.5,war world civil photography operations ii artistic naval german aerial,,,,,,,,
355,Modern small arms,Firearms,39385,1,31,22,0.5,report south europe equipment st study mental cultural planning supplies,,,,,,,,
621,Apex of the Atlantics,Pennsylvania Railroad,39385,2,37,35,0.333,design bible gold water railroad coins ages roads car model,,,,,,,,
176,Correspondence respecting the international conferences on obscene publications and the white slave traffic 1910,Prostitution,39385,1,45,27,0.25,history early making wine kentucky white italy study americas physics,,,,,,,,
959,Tools of war,Vietnam War 1961 1975 Technology,39385,2,51,32,0.75,war world civil photography operations ii artistic naval german aerial,,,,,,,,
557,Reconnaissance geology of the Leesburg quadrangle Lemhi County Idaho,Geology Idaho Lemhi County,39385,2,57,33,0.333,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
970,Penobscot man the life history of a forest tribe in Maine,Penobscot Indians,39385,4,73,35,0.143,design bible gold water railroad coins ages roads car model,,,,,,,,
343,International building code commentary 2003,Standards Engineering Periodicals,39386,12,33,21,0.4,handbook african americans book automobiles systems electric engineering standards black,,,,,,,,
974,History of Northfield New Hampshire 1780 1905 In two parts with many biographical sketches and portraits also pictures of public buildings and private residences,Northfield N H History,39386,2,19,33,0.154,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
973,Guide to African American museums and galleries in the United States,Historic sites United States Guidebooks,39386,10,73,12,0.455,states united law legislation infantry regiment constitution court supreme tax,,,,,,,,
598,Loon,Loons,39387,6,2,36,0.5,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
674,Technique of plywood,Strength of materials,39387,3,5,35,0.333,design bible gold water railroad coins ages roads car model,,,,,,,,
629,Housing the airship,Hangars Pictorial works Exhibitions,39388,2,4,3,0.4,works pictorial popular engineering code handbook motion clocks watches pictures,,,,,,,,
636,Merck Merial manual for pet health,Horses Diseases,39388,1391,3,34,0.2,encyclopedias virginia development africa mathematics house special decoration va drawings,,,,,,,,
550,Paleohydrology and sedimentology of Lake Missoula flooding in eastern Washington,Missoula Lake,39389,4,2,36,0.25,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
716,Thomas Jeffersons garden book 1766 1824,Jefferson Thomas 1743 1826,39390,2,5,33,0.25,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
623,Aircraft of the Spanish Civil War 1936 39,Airplanes Military History,39391,2,14,37,0.333,history industry military food aircraft technology money events man franklin,,,,,,,,
919,Discoveries and acquisitions in the Pacific,Islands of the Pacific,39391,2,21,13,0.5,pacific northwest historical coast columbia oregon project names plants geography,,,,,,,,
974,History of Warren County New Jersey with illustrations and biographical sketches of its prominent men and pioneers,Warren County N J History,39391,2,35,33,0.833,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
948,North Norway a history,Norway History,39391,2,31,27,0.667,history early making wine kentucky white italy study americas physics,,,,,,,,
15,John Baskerville a bibliography,Baskerville John 1706 1775,39391,1,25,20,0.333,guide directories arts juvenile colleges rules student administration aid universities,,,,,,,,
16,Electro acoustic music for the clarinet,Electronic music Bibliography,39392,4,55,7,0.4,music marine criticism ships van methods division corps trail theory,,,,,,,,
971,Founded upon a rock Carleton Place recollections,Carleton Place Ont,39392,1,55,22,0.429,report south europe equipment st study mental cultural planning supplies,,,,,,,,
929,Tomkins Tompkins genealogy,Tompkins family,39392,1,27,15,0.667,family descendants families genealogy john allied massachusetts william related ancestors,,,,,,,,
759,century of painters of the English school With critical notices of their works and an account of the progress of art in England,Art Great Britain,39392,8,38,23,0.231,history england britain union costume ireland fashion london germany soviet,,,,,,,,
929,My Stewart and other kin of Iredell County N C a genealogy of my mothers people the Stewart Allen Stikeleather Wallace Brown Lawson and Tolbert families,Stuart family,39392,5,55,15,0.313,family descendants families genealogy john allied massachusetts william related ancestors,,,,,,,,
305,gay almanac,Gay men United States Social conditions,39392,10,64,12,0.4,states united law legislation infantry regiment constitution court supreme tax,,,,,,,,
977,Index of patrons,Real property Iowa Maps Indexes,39393,2,19,34,0.167,encyclopedias virginia development africa mathematics house special decoration va drawings,,,,,,,,
641,state fair blue ribbon cook book,Fairs,39393,2,49,21,0.2,handbook african americans book automobiles systems electric engineering standards black,,,,,,,,
726,King Solomons Temple a study of its symbolism,Temple of Jerusalem Jerusalem,39393,2,49,10,0.333,art guide catalogs collectors collecting government illustrated politics collections price,,,,,,,,
973,History of the battle of Point Pleasant fought between white men and Indians at the mouth of the Great Kanawha River now Point Pleasant West Virginia Monday Octover 10th 1774 The chief event of Lord Dunmores war,Lord Dunmores War 1774,39393,2,49,31,0.16,washington state sound puget region resources mines plan high king,,,,,,,,
738,Ink bottles and inkwells,Ink bottles Catalogs,39393,2,40,10,0.5,art guide catalogs collectors collecting government illustrated politics collections price,,,,,,,,
664,Ball blue book of canning and preserving recipes with instructions on how to care for fruit trees and vines,Canning and preserving,39393,1,8,27,0.182,history early making wine kentucky white italy study americas physics,,,,,,,,
975,story of Henderson County,Henderson County N C History,39393,1,32,33,0.4,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
737,coinage of medieval Austria 1156 1521 a basic outline,Coins Austrian,39393,1,34,1,0.333,science record genealogical statistics airplanes christian reading text chronology commercial,,,,,,,,
708,Textiles in the Metropolitan Museum of Art,Metropolitan Museum of Art New York N Y,39393,2,19,4,0.429,york architecture army city year construction planes philosophy henry fighter,,,,,,,,
91,Word shadows of the great the lure of autograph collecting with forty one reproductions in half tone and twelve in line,Autographs Collectors and collecting,39393,1,62,10,0.231,art guide catalogs collectors collecting government illustrated politics collections price,,,,,,,,
495,Tibetan English dictionary with supplement,Tibetan language Dictionaries English,39393,1,29,36,0.667,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
929,descendants of Thomas Beeman of Kent Connecticut,Beaman family,39394,1,64,19,0.5,family including present account records thomas time day times materials,,,,,,,,
929,Chapman family a study in the social development of central West Virginia,Chapman family,39394,1,48,34,0.375,encyclopedias virginia development africa mathematics house special decoration va drawings,,,,,,,,
917,In the early days along the Overland Trail in Nebraska Territory in 1852,Nebraska,39394,2,14,27,0.286,history early making wine kentucky white italy study americas physics,,,,,,,,
737,guide book of Mexican coins 1822 to date,Coins Mexican Catalogs,39394,2,53,35,0.333,design bible gold water railroad coins ages roads car model,,,,,,,,
327,Message from Japan to America,Emigration and immigration law United States,39394,6,73,12,0.429,states united law legislation infantry regiment constitution court supreme tax,,,,,,,,
537,RÌÄå¢Ìâ‰âÂÌâåùntgen rays,X rays,39394,1,18,36,0.5,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
537,new rays of Professor RÌÄå¢Ìâ‰âÂÌâåùntgen,RÌÄå¢Ìâ‰âÂÌâåùntgen Wilhelm Conrad 1845 1923,39394,2,18,17,0.4,books encyclopedia international western laws society system transport general relations,,,,,,,,
779,Portraits photographs,Brandt Bill,39395,4,7,15,0.5,family descendants families genealogy john allied massachusetts william related ancestors,,,,,,,,
779,body photographs of the human form,Photography of the nude,39395,1,7,36,0.25,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
741,A M Cassandre,Cassandre A M 1901 1968 Criticism and interpretation,39395,1,10,24,0.5,life company pennsylvania west cookery cooking trade pioneer middle southern,,,,,,,,
755,meaning of icons,Icons Russian,39396,2,7,17,0.667,books encyclopedia international western laws society system transport general relations,,,,,,,,
606,Rand McNally Co s A week at the fair illustrating the exhibits and wonders of the Worlds Columbian exposition with special descriptive articles,Worlds Columbian Exposition 1893 Chicago Ill,39396,1,6,26,0.313,study china chinese civilization ancient glass worlds engines foreign writing,,,,,,,,
929,Privats lore legends facts 1600 1995,Privat family,39398,3,21,30,0.5,mass air human town de practice power anatomy cars spanish,,,,,,,,
629,Goodyear airships,Airships,39398,2,4,22,0.5,report south europe equipment st study mental cultural planning supplies,,,,,,,,
533,Russian aircraft since 1940,Airplanes History,39399,6,74,37,1,history industry military food aircraft technology money events man franklin,,,,,,,,
533,Avro aircraft since 1908,A V Roe and Co,39399,2,31,37,0.5,history industry military food aircraft technology money events man franklin,,,,,,,,
533,Miles aircraft since 1925,Miles airplanes,39399,2,31,19,0.5,family including present account records thomas time day times materials,,,,,,,,
693,Proceedings,Earthquake engineering Congresses,39399,2,20,21,0.5,handbook african americans book automobiles systems electric engineering standards black,,,,,,,,
31,new encyclopaedia Britannica,Encyclopedias and dictionaries,39400,11,7,36,0.333,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
533,History of the 135th Aero Squadron from July 25 to November 11 1918,United States Army Aero Squadron 135th,39400,2,22,17,0.222,books encyclopedia international western laws society system transport general relations,,,,,,,,
634,peoples forests,Forests and forestry United States,39400,2,6,12,0.667,states united law legislation infantry regiment constitution court supreme tax,,,,,,,,
397,Gypsies the hidden Americans,Romanies California,39401,2,21,26,0.25,study china chinese civilization ancient glass worlds engines foreign writing,,,,,,,,
615,Drug identification bible,Drugs Dictionaries,39402,3,53,36,0.333,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
391,Art sex and symbol the mystery of tattooing,Tattooing,39402,2,76,37,0.25,history industry military food aircraft technology money events man franklin,,,,,,,,
343,Media law in the PRC,Freedom of the press China,39402,8,59,34,0.25,encyclopedias virginia development africa mathematics house special decoration va drawings,,,,,,,,
557,Northwest geology,Geology Northwest Pacific Periodicals,39402,2,74,13,0.667,pacific northwest historical coast columbia oregon project names plants geography,,,,,,,,
929,History of the de Graffenried family from 1191 A D to 1925,Graffenried family,39402,1,17,15,0.4,family descendants families genealogy john allied massachusetts william related ancestors,,,,,,,,
974,Annals of Oxford New York with illustrations and biographical sketces of some of its prominent men and early pioneers,Oxford N Y History,39402,3,17,33,0.455,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
533,Golden wings the story of some of the women ferry pilots of the Air Transport Auxiliary,Great Britain Air Transport Auxiliary,39402,3,40,17,0.333,books encyclopedia international western laws society system transport general relations,,,,,,,,
974,History of Wallingford Conn from its settlement in 1670 to the present time including Meriden which was one of its parishes until 1806 and Cheshire which was incorporated in 1780,Meriden Conn History,39402,6,53,19,0.615,family including present account records thomas time day times materials,,,,,,,,
325,course of empire an official record,Hawaii Annexation to the United States,39402,10,52,12,0.286,states united law legislation infantry regiment constitution court supreme tax,,,,,,,,
671,Welding handbook,Welding,39402,9,23,37,0.5,history industry military food aircraft technology money events man franklin,,,,,,,,
335,Dies committee a study of the special House committee for the investigation of un American activities 1938 1944,United States Congress House Special Committee on Un American Activities 1938 1944,39402,3,69,34,0.267,encyclopedias virginia development africa mathematics house special decoration va drawings,,,,,,,,
770,Beaton,Photography Artistic,39402,14,10,29,0.5,america north indians indian canada carolina oregon discovery railway territory,,,,,,,,
280,religious bodies of America,Creeds Comparative studies,39402,3,4,28,0.75,exhibitions education island health colonial museum work east ohio schools,,,,,,,,
914,Moscow,Moscow Russia,39404,1,9,28,0.5,exhibitions education island health colonial museum work east ohio schools,,,,,,,,
557,metal mines of Washington,Mines and mineral resources Washington State,39405,2,42,31,1,washington state sound puget region resources mines plan high king,,,,,,,,
929,History of the Hallman family in Canada,Hallman family,39406,1,51,19,0.4,family including present account records thomas time day times materials,,,,,,,,
959,Gulf of Tonkin the 1964 incidents Hearing Ninetieth Congress second session with the Honorable Robert S McNamara Secretary of Defense on February 20 1968,Tonkin Gulf Incidents 1964,39406,2,73,1,0.2,science record genealogical statistics airplanes christian reading text chronology commercial,,,,,,,,
929,Of Mary Brewster the identity of Mary wife of elder William Brewster of the Mayflower voyage of 1620 from Plymouth England to New Plymouth New England,Laflin Mary Brewster,39406,2,20,15,0.563,family descendants families genealogy john allied massachusetts william related ancestors,,,,,,,,
779,secret Paris of the 30s,Paris France Description and travel,39406,2,7,11,0.5,story alaska california description economic travel guidebooks social aspects conditions,,,,,,,,
738,Mustache cups history and marks,Mustache cups,39406,1,16,1,0.5,science record genealogical statistics airplanes christian reading text chronology commercial,,,,,,,,
980,Indians of Tierra del Fuego,Ona Indians,39406,10,27,18,0.4,american century literature painting maps collection photographs atlas sculpture poetry,,,,,,,,
495,Japanese names a comprehensive index by characters and readings,Names Personal Japanese Dictionaries Japanese,39407,1,40,14,0.444,periodicals japanese japan james notes ship index information symbols psychology,,,,,,,,
331,Labor in shipyards in the United States,Labor unions United States,39407,2,26,12,0.571,states united law legislation infantry regiment constitution court supreme tax,,,,,,,,
641,Gourmet mustards how to make and cook with them,Cookery Mustard,39407,15,51,24,0.5,life company pennsylvania west cookery cooking trade pioneer middle southern,,,,,,,,
929,genealogical history of the Ficklin family from the first of the name in America to the present time with some account of the family in England,Ficklin family,39407,3,57,19,0.5,family including present account records thomas time day times materials,,,,,,,,
333,Income expense analysis Conventional apartments,Apartment houses United States Statistics Periodicals,39407,2,62,12,0.333,states united law legislation infantry regiment constitution court supreme tax,,,,,,,,
929,Early history of the Quaker Hodgson Hodson Hodgin family,Hodgkins family,39407,2,48,15,0.429,family descendants families genealogy john allied massachusetts william related ancestors,,,,,,,,
745,discovery of the circle,Circle in art,39407,2,11,20,0.667,guide directories arts juvenile colleges rules student administration aid universities,,,,,,,,
355,On the trail of the buffalo soldier II new and revised biographies of African Americans in the U S Army 1866 1917,United States Army Biography,39407,4,6,21,0.231,handbook african americans book automobiles systems electric engineering standards black,,,,,,,,
355,On the trail of the buffalo soldier biographies of African Americans in the U S Army 1866 1917,United States Army Biography,39407,4,6,21,0.273,handbook african americans book automobiles systems electric engineering standards black,,,,,,,,
929,1600 1914,Fish family,39412,1,21,29,0.5,america north indians indian canada carolina oregon discovery railway territory,,,,,,,,
